ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Item Description,Molecule/Test Type,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
11350,111-MZ-T01,Pre-PQ Process,SO-32560,DN-1395,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,7-Oct-09,7-Oct-09,7-Oct-09,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,8438,82017.36,9.72,0.32,Yes,1404,1588.05,160.75
11351,111-MZ-T01,Pre-PQ Process,SO-32560,DN-1395,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,7-Oct-09,7-Oct-09,7-Oct-09,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,8662,84194.64,9.72,0.32,No,See DN-1395 (ID#:11350),See DN-1395 (ID#:11350),165.02
11352,113-ZW-T01,Pre-PQ Process,SO-21020,DN-1411,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,22-Sep-09,22-Sep-09,22-Sep-09,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,4000,42480.0,10.62,0.35,Yes,9020,14958.2,83.26
11353,151-NG-T01,Pre-PQ Process,SO-33334,DN-1438,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,20-Oct-09,20-Oct-09,20-Oct-09,ARV,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,150/300/200mg,Tablet - FDC,60,60930,694602.0,11.4,0.19,Yes,6862,9341.49,1361.42
11354,151-NG-T01,Pre-PQ Process,SO-27822,DN-1441,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,20-Oct-09,20-Oct-09,20-Oct-09,ARV,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,200/300mg,Tablet - FDC,30,25000,293750.0,11.75,0.39,Yes,2023,9341.49,575.75
11356,110-ZM-T01,Pre-PQ Process,SO-33022,DN-1463,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,13-Oct-09,13-Oct-09,13-Oct-09,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,40000,350400.0,8.76,0.15,Yes,3626,4997.47,686.78
11357,106-HT-T01,Pre-PQ Process,SO-32720,DN-1466,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,21-Oct-09,21-Oct-09,21-Oct-09,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,59952,525179.52,8.76,0.15,Yes,6967,75688.58,1029.35
11358,100-GH-T01,Pre-PQ Process,SO-33650,DN-1473,Ghana,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,30-Sep-09,12-Aug-09,12-Aug-09,ARV,Pediatric,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,80/20mg/ml,Oral solution,300,129,1.29,0.01,0.0,Yes,Weight Captured Separately,Invoiced Separately,0.0
11361,109-TZ-T01,Pre-PQ Process,SO-31284,DN-1565,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,14-Jan-10,14-Jan-10,14-Jan-10,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,6376,136573.92,21.42,0.36,Yes,640,2751,294.45
11367,107-RW-T01,Pre-PQ Process,SO-308,DN-25,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-Mar-07,17-Mar-07,17-Mar-07,ARV,Adult,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,300mg,Tablet,30,4000,68000.0,17.0,0.57,Yes,256,12205.4,
11368,100-CI-T01,Pre-PQ Process,SO-373,DN-30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,15-Mar-07,15-Mar-07,15-Mar-07,ARV,Adult,"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,400mg,Capsule,180,370,18248.4,49.32,0.27,No,See DN-30 (ID#:11091),See DN-30 (ID#:11091),
11369,100-CI-T01,Pre-PQ Process,SO-373,DN-30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,15-Mar-07,15-Mar-07,15-Mar-07,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,33,1453.65,44.05,0.73,No,See DN-30 (ID#:11091),See DN-30 (ID#:11091),
11370,110-ZM-T01,Pre-PQ Process,SO-233,DN-40,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,2-Apr-07,2-Apr-07,2-Apr-07,HRDT,HIV test,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",,Test kit,25,561,11220.0,20.0,0.8,Yes,191,1200.12,
11372,112-NG-T01,Pre-PQ Process,SO-341,DN-93,Nigeria,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,17-Apr-07,17-Apr-07,17-Apr-07,ARV,Adult,"Lamivudine/Zidovudine+Nevirapine 150/300+200mg, tablets, co-blister, 60+60 Tabs",Lamivudine/Zidovudine+Nevirapine,150/300+200mg,Tablet - FDC + co-blister,120,2703,55411.5,20.5,0.17,No,See DN-93 (ID#:10546),See DN-93 (ID#:10546),
11373,100-CI-T01,Pre-PQ Process,SO-397,DN-54,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,4-May-07,4-May-07,4-May-07,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,4500,73125.0,16.25,0.54,Yes,410,1931,
11374,100-CI-T01,Pre-PQ Process,SO-286,DN-71,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,30-Apr-07,30-Apr-07,30-Apr-07,ARV,Adult,"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,400mg,Capsule,180,740,36496.8,49.32,0.27,Yes,206,1583,
11376,109-TZ-T01,Pre-PQ Process,SO-422,DN-127,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,6-Jun-07,6-Jun-07,6-Jun-07,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,28512,304508.16,10.68,0.18,Yes,2630,13820.4,
11377,113-ZW-T01,Pre-PQ Process,SO-223,DN-92,Zimbabwe,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,18-Apr-07,18-Apr-07,18-Apr-07,ARV,Adult,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,300mg,Tablet,60,421,4113.17,9.77,0.16,Yes,25,516.84,
11378,112-NG-T01,Pre-PQ Process,SO-329,DN-132,Nigeria,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,23-May-07,23-May-07,23-May-07,ARV,Pediatric,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,10mg/ml,Oral suspension,240,1181,4133.5,3.5,0.01,No,See DN-132 (ID#:11105),See DN-132 (ID#:11105),
11379,110-ZM-T01,Pre-PQ Process,SO-536,DN-136,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-May-07,21-May-07,21-May-07,HRDT,HIV test,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",,Test kit,25,452,9040.0,20.0,0.8,Yes,Weight Captured Separately,1250.72,
11381,107-RW-T01,Pre-PQ Process,SO-396,DN-43,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-Mar-07,17-Mar-07,17-Mar-07,ARV,Adult,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,300mg,Tablet,30,4000,68000.0,17.0,0.57,Yes,265,11931,
11383,110-ZM-T01,Pre-PQ Process,SO-206,DN-69,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,20-Apr-07,20-Apr-07,20-Apr-07,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,5000,177500.0,35.5,0.59,Yes,239,1684.15,
11384,107-RW-T01,Pre-PQ Process,SO-481,DN-100,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,14-May-07,14-May-07,14-May-07,ARV,Adult,"Stavudine 30mg, capsules, 60 Caps",Stavudine,30mg,Capsule,60,117,188.37,1.61,0.03,No,See DN-100 (ID#:10823),See DN-100 (ID#:10823),
11385,107-RW-T01,Pre-PQ Process,SO-481,DN-100,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,14-May-07,14-May-07,14-May-07,ARV,Adult,"Stavudine 40mg, capsules, 60 Caps",Stavudine,40mg,Capsule,60,306,651.78,2.13,0.04,No,See DN-100 (ID#:10823),See DN-100 (ID#:10823),
11386,100-CI-T01,Pre-PQ Process,SO-438,DN-80,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,30-Apr-07,30-Apr-07,30-Apr-07,ARV,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,150/200/30mg,Tablet - FDC,60,9000,67500.0,7.5,0.12,Yes,974,3166,
11387,104-CI-T01,Pre-PQ Process,SO-585,DN-193,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,28-Jun-07,28-Jun-07,28-Jun-07,ARV,Adult,"Stavudine 15mg, capsules, 60 Caps",Stavudine,15mg,Capsule,60,401,862.15,2.15,0.04,Yes,235,1619,1.38
11390,104-CI-T01,Pre-PQ Process,SO-594,DN-198,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,25-Jun-07,25-Jun-07,25-Jun-07,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,957,34260.6,35.8,0.6,Yes,95,1448,54.82
11391,104-CI-T01,Pre-PQ Process,SO-519,DN-199,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,5-Jul-07,5-Jul-07,5-Jul-07,ARV,Pediatric,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,10mg/ml,Oral solution,240,4316,17048.2,3.95,0.02,Yes,6634,15561,27.28
11393,110-ZM-T01,Pre-PQ Process,SO-498,DN-182,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,14-Jun-07,14-Jun-07,14-Jun-07,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,25874,420711.24,16.26,0.54,No,See DN-182 (ID#:10562),See DN-182 (ID#:10562),
11394,110-ZM-T01,Pre-PQ Process,SO-479,DN-186,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,12-Jun-07,12-Jun-07,12-Jun-07,ARV,Pediatric,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",Efavirenz,50mg,Capsule,30,570,1977.9,3.47,0.12,Yes,26,505.17,
11395,110-ZM-T01,Pre-PQ Process,SO-623,DN-204,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,20-Jun-07,20-Jun-07,20-Jun-07,ARV,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,200/50mg,Tablet,120,2820,115902.0,41.1,0.34,Yes,614,2880.35,185.44
11397,104-CI-T01,Pre-PQ Process,SO-517,DN-160,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,15-Jun-07,15-Jun-07,15-Jun-07,ARV,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,150/200/30mg,Tablet - FDC,60,8347,62602.5,7.5,0.12,Yes,1313,3908,
11398,104-CI-T01,Pre-PQ Process,SO-517,DN-160,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,15-Jun-07,15-Jun-07,15-Jun-07,ARV,Adult,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,200mg,Capsule,270,638,50172.32,78.64,0.29,No,See DN-160 (ID#:11397),See DN-160 (ID#:11397),
11401,107-RW-T01,Pre-PQ Process,SO-240,DN-150,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,22-May-07,22-May-07,22-May-07,HRDT,HIV test,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",,Test kit,30,2000,42000.0,21.0,0.7,Yes,Weight Captured Separately,2805.51,
11402,107-RW-T01,Pre-PQ Process,SO-240,DN-150,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,22-May-07,22-May-07,22-May-07,HRDT,HIV test,"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",,Test kit,100,60,8340.0,139.0,1.39,No,See DN-150 (ID#:11401),See DN-150 (ID#:11401),
11403,117-ET-T01,Pre-PQ Process,SO-582,DN-157,Ethiopia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,24-May-07,24-May-07,24-May-07,HRDT,HIV test,"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",,Test kit,100,200,27800.0,139.0,1.39,Yes,213,2129.46,
11404,110-ZM-T01,Pre-PQ Process,SO-230,DN-165,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,5-Jun-07,5-Jun-07,5-Jun-07,ARV,Adult,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,200mg,Tablet,60,33333,122332.11,3.67,0.06,Yes,3118,Freight Included in Commodity Cost,
11407,104-CI-T01,Pre-PQ Process,SO-652,DN-244,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,20-Jul-07,20-Jul-07,20-Jul-07,ARV,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,200/50mg,Tablet,120,1110,45621.0,41.1,0.34,Yes,222,1603,72.99
11408,107-RW-T01,Pre-PQ Process,SO-827,DN-277,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,6-Aug-07,6-Aug-07,6-Aug-07,HRDT,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",,Test kit,100,850,68000.0,80.0,0.8,Yes,195,4613.67,108.8
11409,111-MZ-T01,Pre-PQ Process,SO-577,DN-279,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Sep-07,21-Sep-07,21-Sep-07,ARV,Pediatric,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,50mg,Capsule,30,570,1949.4,3.42,0.11,Yes,35,364.51,3.12
11411,104-CI-T01,Pre-PQ Process,SO-788,DN-255,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,31-Jul-07,31-Jul-07,31-Jul-07,HRDT,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",,Test kit,100,79,6320.0,80.0,0.8,Yes,27,286.76,10.11
11412,111-MZ-T01,Pre-PQ Process,SO-502,DN-282,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,10-Oct-07,10-Oct-07,10-Oct-07,ARV,Adult,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,100mg,Capsule,336,140,5370.4,38.36,0.11,No,See DN-282 (ID#:11144),See DN-282 (ID#:11144),8.59
11417,109-TZ-T01,Pre-PQ Process,SO-645,DN-216,Tanzania,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,18-Jul-07,18-Jul-07,18-Jul-07,HRDT,HIV test,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",,Test kit,25,6452,129040.0,20.0,0.8,Yes,2334,9343.18,206.46
11418,111-MZ-T01,Pre-PQ Process,SO-695,DN-214,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,18-Jul-07,18-Jul-07,18-Jul-07,ARV,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,200/50mg,Tablet,120,4000,164400.0,41.1,0.34,Yes,870,1149.57,263.04
11419,104-CI-T01,Pre-PQ Process,SO-590,DN-220,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,18-Jul-07,18-Jul-07,18-Jul-07,ARV,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,150/200/30mg,Tablet - FDC,60,209,1567.5,7.5,0.12,No,See DN-220 (ID#:10585),See DN-220 (ID#:10585),2.51
11420,104-CI-T01,Pre-PQ Process,SO-522,DN-240,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,16-Jul-07,16-Jul-07,16-Jul-07,ARV,Adult,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,200mg,Capsule,270,575,45218.0,78.64,0.29,No,See DN-240 (ID#:10847),See DN-240 (ID#:10847),72.35
11424,113-ZW-T01,Pre-PQ Process,SO-416,DN-252,Zimbabwe,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,30-Jul-07,30-Jul-07,30-Jul-07,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,3200,52032.0,16.26,0.54,Yes,280,1300.45,83.25
11425,111-MZ-T01,Pre-PQ Process,SO-499,DN-258,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,15-Aug-07,15-Aug-07,15-Aug-07,ARV,Pediatric,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,200mg,Capsule,90,422,7152.9,16.95,0.19,Yes,514,740.43,11.44
11426,104-CI-T01,Pre-PQ Process,SO-523,DN-260,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,3-Aug-07,3-Aug-07,3-Aug-07,ARV,Adult,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,300/150/300mg,Tablet - FDC,60,400,28000.0,70.0,1.17,Yes,2270,6889,44.8
11430,114-UG-T01,Pre-PQ Process,SO-895,DN-298,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,27-Aug-07,27-Aug-07,27-Aug-07,ARV,Adult,"Stavudine 30mg, capsules, 60 Caps",Stavudine,30mg,Capsule,60,1000,1520.0,1.52,0.03,No,See DN-298 (ID#:10863),See DN-298 (ID#:10863),2.43
11431,104-CI-T01,Pre-PQ Process,SO-631,DN-306,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,17-Aug-07,17-Aug-07,17-Aug-07,ARV,Adult,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,100mg,Capsule,336,1025,39319.0,38.36,0.11,Yes,1436,5911.5,62.91
11432,111-MZ-T01,Pre-PQ Process,SO-925,DN-307,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,4-Sep-07,4-Sep-07,4-Sep-07,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,10800,102600.0,9.5,0.16,Yes,1020,1998.5,164.16
11433,111-MZ-T01,Pre-PQ Process,SO-927,DN-308,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,4-Sep-07,4-Sep-07,4-Sep-07,ARV,Adult,"Stavudine 30mg, capsules, 60 Caps",Stavudine,30mg,Capsule,60,630,957.6,1.52,0.03,Yes,36,1998.5,1.53
11434,110-ZM-T01,Pre-PQ Process,SO-942,DN-309,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Aug-07,21-Aug-07,21-Aug-07,ARV,Pediatric,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,10mg/ml,Oral suspension,240,10624,65868.8,6.2,0.03,Yes,3785,13116,105.39
11435,104-CI-T01,Pre-PQ Process,SO-959,DN-320,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,30-Aug-07,30-Aug-07,30-Aug-07,ARV,Adult,"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,400mg,Capsule,180,7839,391950.0,50.0,0.28,No,See DN-320 (ID#:10593),See DN-320 (ID#:10593),627.12
11436,104-CI-T01,Pre-PQ Process,SO-959,DN-320,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,30-Aug-07,30-Aug-07,30-Aug-07,ARV,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,200/50mg,Tablet,120,726,29838.6,41.1,0.34,No,See DN-320 (ID#:10593),See DN-320 (ID#:10593),47.74
11450,110-ZM-T01,Pre-PQ Process,SO-627,DN-340,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,14-Sep-07,14-Sep-07,14-Sep-07,ARV,Pediatric,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,80/20mg/ml,Oral solution,300,665,27331.5,41.1,0.14,Yes,603,2839.2,43.73
11452,111-MZ-T01,Pre-PQ Process,SO-924,DN-344,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,5-Oct-07,5-Oct-07,5-Oct-07,ARV,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,150/30mg,Tablet - FDC,30,70000,140000.0,2.0,0.07,No,See DN-344 (ID#:11173),See DN-344 (ID#:11173),224.0
11454,117-ET-T01,Pre-PQ Process,SO-914,DN-332,Ethiopia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,4-Sep-07,4-Sep-07,4-Sep-07,ARV,Adult,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,150mg,Tablet,60,15960,48518.4,3.04,0.05,No,See DN-332 (ID#:10613),See DN-332 (ID#:10613),77.63
11456,110-ZM-T01,Pre-PQ Process,SO-1072,DN-353,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,14-Sep-07,14-Sep-07,14-Sep-07,ARV,Pediatric,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,1mg/ml,Oral solution,200,9050,13122.5,1.45,0.01,Yes,1084,5181,21.0
11458,110-ZM-T01,Pre-PQ Process,SO-978,DN-397,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,26-Nov-07,26-Nov-07,26-Nov-07,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,44135,548156.7,12.42,0.41,Yes,4082,13484.72,877.05
11462,112-NG-T01,Pre-PQ Process,SO-565,DN-373,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-Sep-07,20-Sep-07,20-Sep-07,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,229,2445.72,10.68,0.18,No,See DN-373 (ID#:10623),See DN-373 (ID#:10623),3.91
11464,111-MZ-T01,Pre-PQ Process,SO-1110,DN-375,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,31-Oct-07,31-Oct-07,31-Oct-07,HRDT,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",,Test kit,100,4000,288000.0,72.0,0.72,Yes,2526,1871.05,460.8
11472,110-ZM-T01,Pre-PQ Process,SO-1073,DN-371,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,21-Sep-07,21-Sep-07,21-Sep-07,ARV,Pediatric,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,1mg/ml,Oral solution,200,2950,4277.5,1.45,0.01,Yes,267,3094,6.84
11473,104-CI-T01,Pre-PQ Process,SO-1113,DN-385,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,22-Oct-07,22-Oct-07,22-Oct-07,HRDT,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,Test kit - Ancillary,100,595,5.95,0.01,0.0,No,See DN-385 (ID#:11186),See DN-385 (ID#:11186),0.01
11474,100-ZW-T01,Pre-PQ Process,SO-706,DN-401,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,25-Nov-07,25-Nov-07,25-Nov-07,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,1860,23101.2,12.42,0.41,Yes,4256,5145.86,36.96
